"ID","Name","Class","Type","Power","Power %","Attraction %","Luck","Effect","Requirement","Tradable","Givable","Limited","Link"
"371","Checkmate Cheese","Bait","","","","","","","","No","No","No","link"
"372","Blackstone Pass Trap Blueprints","Crafting","","","","","","","","No","No","No","link"
"373","Droid Jetpack","Crafting","","","","","","","","No","No","No","link"
"374","Master Bindings","Crafting","","","","","","","","No","No","No","link"
"375","Mystic Crystal","Crafting","","","","","","","","No","No","No","link"
"376","Mystic Curd","Crafting","","","","","","","","No","No","No","link"
"377","Torn Mystic Page","Crafting","","","","","","","","No","No","No","link"
"378","Obvious Ambush Trap Blueprints","Crafting","","","","","","","","No","No","No","link"
"379","Spellbook Base Blueprints","Crafting","","","","","","","","No","No","No","link"
"380","Technic Cheese Mould","Crafting","","","","","","","","No","No","No","link"
"381","Torn Technic Page","Crafting","","","","","","","","No","No","No","link"
"382","Zugzwang's Left Sock","Collectible","","","","","","","","Yes","Yes","No","link"
"383","Hunting Research (10,000 bonus points)","Bonus","","","","","","","","No","No","No","link"
"384","HitGrab Cash","Special","","","","","","","","No","No","No","link"
"385","Larry's Sandwich","Collectible","","","","","","","","No","No","No","link"
"386","Mozzarella Cheese","Bait","","","","","","","","No","No","No","link"
"387","2010 Pumpkin Treat Basket","Special","","","","","","","","Yes","Yes","No","link"
"388","Evil Pumpkin Seed","Crafting","","","","","","","","No","No","No","link"
"389","Pumpkin Pummeler Blueprints","Crafting","","","","","","","","No","No","No","link"
"390","Smashed Pumpkin","Crafting","","","","","","","","No","No","No","link"
"391","Empty Candy Wrapper","Collectible","","","","","","","","No","No","Yes","link"
"392","Rubber Spider","Collectible","","","","","","","","No","No","Yes","link"
"393","Spooky Toothbrush","Collectible","","","","","","","","No","No","Yes","link"
"394","Lovable Bat Plushie","Message","","","","","","","","No","No","Yes","link"
"395","Cackle Lantern Trap","Weapon","Shadow","2,200","5%","10%","12","Extremely Stale","Hero","No","No","Yes","link"
"396","Pumpkin Pummeler","Weapon","Shadow","1,150","5%","10%","5","Fresh","Master","No","No","Yes","link"
"397","Candy Corn Cheese","Bait","","","","","","","","Yes","Yes","No","link"
"398","Ghoulgonzola Cheese","Bait","","","","","","","","Yes","Yes","No","link"
"399","Attraction Charm","Charm","","","","5%","","","","No","No","No","link"
"400","Luck Charm","Charm","","","","","1","","","No","No","No","link"
"401","Halloween Basket","Special","","","","","","","","Yes","Yes","No","link"
"402","Mystery Gift Box","Special","","","","","","","","No","No","No","link"
"403","Beginner's Luck","Special","","","","","","","","No","No","Yes","link"
"404","Cheese Belt Token Pack","Special","","","","","","","","No","No","No","link"
"405","Cheese Claw Token Pack","Special","","","","","","","","No","No","No","link"
"406","Cheese Fang Token Pack","Special","","","","","","","","No","No","No","link"
"407","Crate of Delicious Stones","Special","","","","","","","","No","No","No","link"
"408","Lucky Coin","Special","","","","","","","","No","No","Yes","link"
"409","Lucky Horseshoe","Special","","","","","","","","No","No","Yes","link"
"410","Lucky Underwear","Special","","","","","","","","No","No","Yes","link"
"411","Crate of Savoury Vegetables","Special","","","","","","","","No","No","No","link"
"412","SUPER|brie+ Supply Pack","Special","","","","","","","","No","No","No","link"
"413","Crate of Seashells","Special","","","","","","","","No","No","No","link"
"414","Crate of Vanilla Beans","Special","","","","","","","","No","No","No","link"
"415","Ambush Trap Parts","Crafting","","","","","","","","No","No","No","link"
"416","Fluffy DeathBot Blueprint","Crafting","","","","","","","","Yes","Yes","No","link"
"417","Grungy DeathBot Blueprint","Crafting","","","","","","","","Yes","Yes","No","link"
"418","Ninja Ambush Blueprint","Crafting","","","","","","","","Yes","Yes","No","link"
"419","Super Briefs","Message","","","","","","","","No","No","No","link"
"420","King's Credit","Special","","","","","","","","No","No","No","link"
"421","Prize Power","Special","","","","","","","","No","No","No","link"
"422","Ninja Ambush Trap","Weapon","Tactical","3,000","5%","","12","Fresh","Grandmaster","No","No","No","link"
"423","Empowered Anchor Charm","Charm","","300","4%","","","","","Yes","Yes","No","link"
"424","Dragonbane Charm","Charm","","","","","","","","Yes","Yes","No","link"
"425","Extreme Luck Charm","Charm","","","","","5","","","No","No","No","link"
"426","Forgotten Charm","Charm","","","","","","","","Yes","Yes","No","link"
"427","Freshness Charm","Charm","","","","","","Very Fresh","","No","No","No","link"
"428","Scientist's Charm","Charm","","100","","","","","","Yes","Yes","No","link"
"429","Super Luck Charm","Charm","","","","","3","","","No","No","No","link"
"430","Wishing Well Basket","Special","","","","","","","","Yes","Yes","No","link"
"431","Gold","Special","","","","","","","","No","Yes","No","link"
"432","Cornucopia Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"433","Blue Winter Hunt Gift Box","Special","","","","","","","","No","No","No","link"
"434","Festive Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"435","Green Winter Hunt Gift Box","Special","","","","","","","","No","No","No","link"
"436","Jumbo Festive Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"437","Red Winter Hunt Gift Box","Special","","","","","","","","No","No","No","link"
"438","Pair of Tickets","Special","","","","","","","","No","No","No","link"
"439","Clock Parts","Crafting","","","","","","","","No","No","No","link"
"440","Clockapult of Winter Past Blueprint","Crafting","","","","","","","","Yes","Yes","No","link"
"441","Icy RhinoBot Blueprint","Crafting","","","","","","","","Yes","Yes","No","link"
"442","RhinoBot Parts","Crafting","","","","","","","","No","No","No","link"
"443","Festive Diamonds","Collectible","","","","","","","","No","No","No","link"
"444","Snow Globe","Collectible","","","","","","","","No","No","No","link"
"445","2010 Winter Star","Collectible","","","","","","","","No","No","Yes","link"
"446","Clockapult of Winter Past","Weapon","Shadow","2,275","10%","5%","10","Extremely Fresh","Legendary","No","No","No","link"
"447","Icy RhinoBot","Weapon","Physical","4,950","","","8","Very Stale","Legendary","No","No","No","link"
"448","Frozen Fromage","Special","","","","","","","","No","No","No","link"
"449","Winter Star Sunglasses","Collectible","","","","","","","","No","No","No","link"
"450","Larry's Mustache Cookies","Collectible","","","","","","","","No","No","No","link"
"451","Sylvan Plushie","Message","","","","","","","","No","No","No","link"
"452","Festive Fuse","Collectible","","","","","","","","No","No","Yes","link"
"453","Climbing Pitons","Crafting","","","","","","","","No","No","No","link"
"454","Toboggan Ride Parts","Crafting","","","","","","","","No","No","No","link"
"455","Lava Bucket","Crafting","","","","","","","","No","No","No","link"
"456","Festive Mines","Crafting","","","","","","","","No","No","No","link"
"457","Misplaced Missile Cone","Crafting","","","","","","","","No","No","No","link"
"458","Ski Sign","Crafting","","","","","","","","No","No","No","link"
"459","Heart of Ice","Collectible","","","","","","","","No","No","Yes","link"
"460","Holiday Explosives","Collectible","","","","","","","","No","No","Yes","link"
"461","Icicles","Collectible","","","","","","","","No","No","Yes","link"
"462","Packed Snow","Collectible","","","","","","","","No","No","Yes","link"
"463","Sled","Collectible","","","","","","","","No","No","Yes","link"
"464","Double Diamond Adventure","Weapon","Hydro","3,500","","5%","18","Insanely Fresh","Knight","No","No","Yes","link"
"465","Explosive Toboggan Ride","Weapon","Hydro","2,700","14%","3%","16","Extremely Fresh","Master","No","No","Yes","link"
"466","Seasoned Gouda","Bait","","","","","","","","No","No","No","link"
"467","Seasoned Gouda Potion","Potion","","","","","","","","No","No","No","link"
"468","Massive Festive Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"469","Nutmeg Cheese","Bait","","","","","","","","No","No","No","link"
"470","2010 Ronza Voucher","Special","","","","","","","","No","No","Yes","link"
"471","Satchel of Gold (2,011 gold)","Bonus","","","","","","","","No","No","No","link"
"472","Crate of Ultimate Luck Charms","Special","","","","","","","","No","No","No","link"
"473","Ultimate Luck Charm","Charm","","","","","20","","","No","No","No","link"
"474","Tiki Base Blueprints","Crafting","","","","","","","","Yes","Yes","No","link"
"475","Tribal Timber","Crafting","","","","","","","","No","No","No","link"
"476","Bacon Base","Base","","200","","15%","","Extremely Fresh","Initiate","No","No","Yes","link"
"477","Runic Base","Base","","200","12%","10%","5","","Legendary","No","No","Yes","link"
"478","Seasonal Base","Base","","300","","8%","6","","Lord","No","No","Yes","link"
"479","Tiki Base","Base","","200","18%","5%","","Very Fresh","Legendary","No","No","No","link"
"480","Arcane Blast Trap","Weapon","Arcane","3,400","8%","","20","Insanely Fresh","Grandmaster","No","No","Yes","link"
"481","Pneumatic Tube Trap","Weapon","Physical","2,300","20%","5%","18","","Journeyman","No","No","Yes","link"
"482","Rewers Riposte","Weapon","Tactical","2,900","15%","5%","25","Fresh","Journeyman","No","No","Yes","link"
"483","Shrink Ray Trap","Weapon","Physical","1,000","5%","2%","8","Fresh","Novice","Yes","Yes","No","link"
"484","First Ever Charm","Charm","","40","","","","","","No","No","Yes","link"
"485","undefined","undefined","","","","","","","","","","","link"
"486","undefined","undefined","","","","","","","","","","","link"
"487","undefined","undefined","","","","","","","","","","","link"
"488","Catalytic Orb","Crafting","","","","","","","","No","No","No","link"
"489","Charmbit","Crafting","","","","","","","","Yes","No","No","link"
"490","Epic Orb","Crafting","","","","","","","","No","No","No","link"
"491","Flawed Orb","Crafting","","","","","","","","Yes","Yes","No","link"
"492","Flawless Orb","Crafting","","","","","","","","Yes","Yes","No","link"
"493","Divine Orb","Crafting","","","","","","","","Yes","Yes","No","link"
"494","Simple Orb","Crafting","","","","","","","","Yes","Yes","No","link"
"495","Antiskele Charm","Charm","","","","","","","","Yes","Yes","No","link"
"496","Prospector's Charm","Charm","","200","1%","","","","","Yes","Yes","No","link"
"497","Rotten Charm","Charm","","160","1%","","","Stale","","Yes","Yes","No","link"
"498","Super Rotten Charm","Charm","","200","2%","","","Insanely Stale","","Yes","Yes","No","link"
"499","Heart of the Rabbit Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"500","Lucky Rabbit Charm","Charm","","","","","6","","","No","No","No","link"
"501","Valentine Charm","Charm","","","","25%","","Fresh","","Yes","Yes","No","link"
"502","Friend","Special","","","","","","","","No","No","No","link"
"503","2011 Birthday Gift","Special","","","","","","","","No","No","No","link"
"504","Birthday Gift Basket","Special","","","","","","","","Yes","Yes","No","link"
"505","Birthday Explosives","Crafting","","","","","","","","No","No","No","link"
"506","Fuse","Crafting","","","","","","","","No","No","No","link"
"507","Red Wax","Crafting","","","","","","","","No","No","No","link"
"508","Birthday Bear","Collectible","","","","","","","","No","No","No","link"
"509","Silly Birthday Hat","Collectible","","","","","","","","No","No","No","link"
"510","Spring Toy","Collectible","","","","","","","","No","No","No","link"
"511","Cheesecake Base","Base","","175","3%","20%","","","Recruit","No","No","No","link"
"512","Birthday Candle Kaboom","Weapon","Physical","2,400","30%","20%","14","Very Stale","Journeyman","No","No","Yes","link"
"513","Cupcake Colby","Bait","","","","","","","","No","No","No","link"
"514","Nanny Charm","Charm","","120","1%","5%","","Very Fresh","","No","No","No","link"
"515","Cupcake Colby Potion","Potion","","","","","","","","No","No","No","link"
"516","Warpath Survival Kit","Special","","","","","","","","Yes","Yes","No","link"
"517","Desert Horseshoe","Crafting","","","","","","","","Yes","Yes","No","link"
"518","Essence of Destruction","Crafting","","","","","","","","Yes","Yes","No","link"
"519","Flameshard","Crafting","","","","","","","","Yes","Yes","No","link"
"520","Gold Leaf","Crafting","","","","","","","","No","No","No","link"
"521","Heatproof Mage Cloth","Crafting","","","","","","","","Yes","Yes","No","link"
"522","Oasis Bead","Crafting","","","","","","","","Yes","Yes","No","link"
"523","Oasis Water Node Trap Blueprints","Crafting","","","","","","","","No","No","No","link"
"524","Sandblasted Metal","Crafting","","","","","","","","Yes","Yes","No","link"
"525","Sandstorm MonstroBot Blueprints","Crafting","","","","","","","","No","No","No","link"
"526","Sphynx Crystal","Crafting","","","","","","","","Yes","Yes","No","link"
"527","Sphynx Wrath Blueprints","Crafting","","","","","","","","No","No","No","link"
"528","Warpath Victory","Special","","","","","","","","No","No","No","link"
"529","Sandtail Call to Arms","Map","","","","","","","","No","No","No","link"
"530","Enraged RhinoBot","Weapon","Physical","5,900","10%","","20","Insanely Stale","Legendary","No","No","No","link"
"531","Oasis Water Node Trap","Weapon","Hydro","5,200","12%","10%","20","","Baron","No","No","No","link"
"532","Sandstorm MonstroBot","Weapon","Physical","8,000","20%","5%","27","","Baron","No","No","No","link"
